oprtact,icd9,icd9_nodot,score,human_index,human_agreed,human_icd9,name
P0665,3881,3881,1.000,1,false,3951,"Other surgical occlusion of vessels, intracranial vessels"
P0666,3953,3953,0.959,1,false,3943,Repair of arteriovenous fistula
P0667,3973,3973,1.000,1,false,3971,Endovascular implantation of graft in thoracic aorta
P0668,3957,3957,1.000,1,false,3956,Repair of blood vessel with synthetic patch graft
P0669,3957,3957,0.967,1,false,3958,Repair of blood vessel with synthetic patch graft
P0670,4011,4011,1.000,1,false,4029,Biopsy of lymphatic structure
P0671,4021,4021,1.000,1,false,4024,Excision of deep cervical lymph node
P0672,4022,4022,1.000,1,false,4024,Excision of internal mammary lymph node
P0673,4023,4023,0.941,1,false,4021,Excision of axillary lymph node
P0674,4024,4024,1.000,1,false,4021,Excision of inguinal lymph node
P0675,5161,5161,0.849,1,false,8339,Excision of cystic duct remnant
P0676,403,403,1.000,1,false,4059,Regional lymph node excision
P0677,4041,4041,1.000,1,false,4042,"Radical neck dissection, unilateral"
P0678,4042,4042,1.000,1,false,4041,"Radical neck dissection, bilateral"
P0679,4051,4051,0.994,1,false,4053,Radical excision of axillary lymph nodes
P0680,4052,4052,1.000,1,false,4053,Radical excision of periaortic lymph nodes
P0681,4053,4053,1.000,1,false,4059,Radical excision of iliac lymph nodes
P0682,4054,4054,1.000,0,true,,Radical groin dissection
P0683,4063,4063,0.980,1,false,4064,Closure of fistula of thoracic duct
P0684,4063,4063,1.000,1,false,4069,Closure of fistula of thoracic duct
P0685,4133,4133,0.950,0,true,,Open biopsy of spleen
P0686,4143,4143,1.000,0,true,,Partial splenectomy
P0687,415,415,1.000,0,true,,Total splenectomy
P0688,4195,4195,0.997,1,false,4143,Repair and plastic operations on spleen
P0689,4201,4201,1.000,1,false,2931,Incision of esophageal web
P0690,4211,4211,1.000,1,false,4210,Cervical esophagostomy
P0691,4222,4222,0.989,1,false,4221,Esophagoscopy through artificial stoma
P0692,4225,4225,0.906,0,true,,Open biopsy of esophagus
P0693,4231,4231,1.000,1,false,2932,Local excision of esophageal diverticulum
P0694,4242,4242,0.989,0,true,,Total esophagectomy
P0695,4241,4241,1.000,0,true,,Partial esophagectomy
P0696,4242,4242,1.000,0,true,,Total esophagectomy
P0697,4251,4251,1.000,1,false,4261,Intrathoracic esophagoesophagostomy
P0698,4252,4252,1.000,1,false,4256,Intrathoracic esophagogastrostomy
P0699,4253,4253,0.988,1,false,4258,Intrathoracic esophageal anastomosis with interposition of small bowel
P0700,4255,4255,1.000,1,false,4256,Intrathoracic esophageal anastomosis with interposition of colon
P0701,4262,4262,0.934,1,false,4264,Antesternal esophagogastrostomy
P0702,4264,4264,0.954,1,false,4269,Other antesternal esophagoenterostomy
P0703,4256,4256,1.000,1,false,4266,Other intrathoracic esophagocolostomy
P0704,427,427,1.000,1,false,4466,Esophagomyotomy
P0705,4282,4282,1.000,1,false,4675,Suture of laceration of esophagus
P0706,4283,4283,1.000,0,true,,Closure of esophagostomy
P0707,4291,4291,1.000,1,false,4491,Ligation of esophageal varices
P0708,4292,4292,1.000,0,true,,Dilation of esophagus
P0709,430,430,1.000,1,false,4462,Gastrotomy
P0710,4319,4319,0.996,1,false,4311,Other gastrostomy
P0711,433,433,0.968,1,false,4421,Pyloromyotomy
P0712,435,435,0.981,1,false,4399,Partial gastrectomy with anastomosis to esophagus
P0713,436,436,0.999,1,false,4389,Partial gastrectomy with anastomosis to duodenum
P0714,437,437,0.917,1,false,436,Partial gastrectomy with anastomosis to jejunum
P0715,4381,4381,1.000,1,false,437,Partial gastrectomy with jejunal transposition
P0716,4391,4391,0.955,1,false,435,Total gastrectomy with intestinal interposition
P0717,8547,8547,0.968,1,false,8546,Unilateral extended radical mastectomy
P0718,4401,4401,1.000,1,false,4403,Truncal vagotomy
P0719,4402,4402,1.000,0,true,,Highly selective vagotomy
P0720,4413,4413,1.000,1,false,4449,Other gastroscopy
P0721,4415,4415,0.887,0,true,,Open biopsy of stomach
P0722,4429,4429,0.980,0,true,,Other pyloroplasty
P0723,4431,4431,1.000,0,true,,High gastric bypass
P0724,4438,4438,1.000,1,false,4439,Laparoscopic gastroenterostomy
P0725,4438,4438,1.000,1,false,4439,Laparoscopic gastroenterostomy
P0726,4441,4441,1.000,1,false,4442,Suture of gastric ulcer site
P0727,4442,4442,0.946,1,false,4441,Suture of duodenal ulcer site
P0728,436,436,0.968,1,false,4872,Partial gastrectomy with anastomosis to duodenum
P0729,4438,4438,1.000,1,false,437,Laparoscopic gastroenterostomy
P0730,4461,4461,0.943,1,false,4671,Suture of laceration of stomach
P0731,4462,4462,1.000,0,true,,Closure of gastrostomy
P0732,3342,3342,1.000,1,false,4674,Closure of bronchial fistula
P0733,4464,4464,1.000,1,false,4663,Gastropexy
P0734,4467,4467,1.000,1,false,4466,Laparoscopic procedures for creation of esophagogastric sphincteric competence
P0735,4491,4491,1.000,1,false,4291,Ligation of gastric varices
P0736,4464,4464,1.000,1,false,4441,Gastropexy
P0737,4502,4502,0.958,1,false,4500,Other incision of small intestine
P0738,4501,4501,1.000,0,true,,Incision of duodenum
P0739,4503,4503,1.000,1,false,9804,Incision of large intestine
P0740,4516,4516,0.862,1,false,4413,Esophagogastroduodenoscopy [EGD] with closed biopsy
P0741,4515,4515,0.943,1,false,4526,Open biopsy of small intestine
P0742,4523,4523,1.000,1,false,4524,Colonoscopy
P0743,4524,4524,1.000,0,true,,Flexible sigmoidoscopy
P0744,4823,4823,0.985,0,true,,Rigid proctosigmoidoscopy
P0745,4515,4515,0.953,1,false,4526,Open biopsy of small intestine
P0746,4693,4693,0.991,1,false,2932,Revision of anastomosis of small intestine
P0747,4561,4561,0.982,1,false,4571,Multiple segmental resection of small intestine
P0748,4562,4562,1.000,1,false,4561,Other partial resection of small intestine
P0749,4563,4563,1.000,1,false,4562,Total removal of small intestine
P0750,4571,4571,0.962,1,false,1731,Open and other multiple segmental resection of large intestine
P0751,1732,1732,0.945,0,true,,Laparoscopic cecectomy
P0752,1733,1733,0.978,1,false,4573,Laparoscopic right hemicolectomy
P0753,4574,4574,1.000,1,false,1734,Open and other resection of transverse colon
P0754,4575,4575,0.976,1,false,1735,Open and other left hemicolectomy
P0755,1736,1736,0.922,1,false,4576,Laparoscopic sigmoidectomy
P0756,4581,4581,1.000,1,false,4582,Laparoscopic total intra-abdominal colectomy
P0757,4591,4591,1.000,1,false,4593,Small-to-small intestinal anastomosis
P0758,4591,4591,1.000,1,false,4594,Small-to-small intestinal anastomosis
P0759,4592,4592,1.000,1,false,4593,Anastomosis of small intestine to rectal stump
P0760,4594,4594,0.963,1,false,4590,Large-to-large intestinal anastomosis
P0761,4622,4622,0.932,0,true,,Continent ileostomy
P0762,4621,4621,1.000,0,true,,Temporary ileostomy
P0763,4611,4611,0.994,0,true,,Temporary colostomy
P0764,4611,4611,0.987,0,true,,Temporary colostomy
P0765,4613,4613,1.000,0,true,,Permanent colostomy
P0766,4614,4614,0.978,1,false,4631,Delayed opening of colostomy
P0767,4621,4621,1.000,0,true,,Temporary ileostomy
P0768,4622,4622,1.000,0,true,,Continent ileostomy
P0769,4624,4624,1.000,1,false,4621,Delayed opening of ileostomy
P0770,5186,5186,0.917,1,false,5143,Endoscopic insertion of nasobiliary drainage tube
P0771,966,966,0.992,1,false,4632,Enteral infusion of concentrated nutritional substances
P0772,4641,4641,1.000,1,false,4643,Revision of stoma of small intestine
P0773,4642,4642,1.000,1,false,5359,Repair of pericolostomy hernia
P0774,4651,4651,0.893,1,false,4601,Closure of stoma of small intestine
P0775,4283,4283,1.000,0,true,,Closure of esophagostomy
P0776,4650,4650,0.954,1,false,4652,"Closure of intestinal stoma, not otherwise specified"
P0777,4652,4652,1.000,1,false,4694,Closure of stoma of large intestine
P0778,9984,9984,1.000,0,true,,Isolation
P0779,4691,4691,1.000,0,true,,Myotomy of sigmoid colon
P0780,4671,4671,0.928,1,false,4673,Suture of laceration of duodenum
P0781,4672,4672,0.918,1,false,4674,Closure of fistula of duodenum
P0782,4673,4673,1.000,1,false,4674,"Suture of laceration of small intestine, except duodenum"
P0783,4674,4674,0.967,1,false,4676,"Closure of fistula of small intestine, except duodenum"
P0784,4675,4675,1.000,1,false,4679,Suture of laceration of large intestine
P0785,4676,4676,1.000,1,false,4873,Closure of fistula of large intestine
P0786,4680,4680,0.868,1,false,4660,"Intra-abdominal manipulation of intestine, not otherwise specified"
P0787,9629,9629,0.936,1,false,4663,Reduction of intussusception of alimentary tract
P0788,9629,9629,1.000,1,false,7676,Reduction of intussusception of alimentary tract
P0789,4693,4693,1.000,1,false,4694,Revision of anastomosis of small intestine
P0790,4694,4694,1.000,1,false,4693,Revision of anastomosis of large intestine
P0791,4701,4701,1.000,0,true,,Laparoscopic appendectomy
P0792,4701,4701,1.000,2,false,4719,Laparoscopic appendectomy
P0793,4711,4711,1.000,1,false,4719,Laparoscopic incidental appendectomy
P0794,4711,4711,0.957,1,false,4719,Laparoscopic incidental appendectomy
P0795,472,472,1.000,1,false,4792,Drainage of appendiceal abscess
P0796,4792,4792,1.000,1,false,5583,Closure of appendiceal fistula
P0797,9805,9805,0.890,1,false,4639,Removal of intraluminal foreign body from rectum and anus without incision
P0798,480,480,1.000,1,false,4825,Proctotomy
P0799,4823,4823,1.000,0,true,,Rigid proctosigmoidoscopy
P0800,4823,4823,1.000,0,true,,Rigid proctosigmoidoscopy
P0801,4825,4825,1.000,0,true,,Open biopsy of rectum
P0802,4826,4826,1.000,1,false,4882,Biopsy of perirectal tissue
P0803,4835,4835,1.000,1,false,2742,Local excision of rectal lesion or tissue
P0804,4836,4836,1.000,1,false,4524,[Endoscopic] polypectomy of rectum
P0805,4849,4849,1.000,1,false,4841,Other pull-through resection of rectum
P0806,4849,4849,0.989,1,false,4842,Other pull-through resection of rectum
P0807,4852,4852,1.000,1,false,4851,Open abdominoperineal resection of the rectum
P0808,4861,4861,1.000,1,false,4864,Transsacral rectosigmoidectomy
P0809,4862,4862,1.000,1,false,4863,Anterior resection of rectum with synchronous colostomy
P0810,4863,4863,1.000,1,false,4849,Other anterior resection of rectum
P0811,4865,4865,1.000,1,false,4849,Duhamel resection of rectum
P0812,4871,4871,1.000,1,false,4671,Suture of laceration of rectum
P0813,4875,4875,1.000,0,true,,Abdominal proctopexy
P0814,4876,4876,1.000,1,false,4875,Other proctopexy
P0815,7562,7562,0.963,1,false,4871,Repair of current obstetric laceration of rectum and sphincter ani
P0816,4882,4882,1.000,1,false,4826,Excision of perirectal tissue
P0817,4892,4892,1.000,1,false,9623,Anorectal myectomy
P0818,4993,4993,0.929,0,true,,Other incision of anus
P0819,4901,4901,1.000,1,false,4902,Incision of perianal abscess
P0820,4903,4903,1.000,1,false,4904,Excision of perianal skin tags
P0821,4911,4911,1.000,1,false,4912,Anal fistulotomy
P0822,4912,4912,1.000,1,false,4911,Anal fistulectomy
P0823,4904,4904,0.902,1,false,4922,Other excision of perianal tissue
P0824,4923,4923,1.000,1,false,4921,Biopsy of anus
P0825,4941,4941,1.000,0,true,,Reduction of hemorrhoids
P0826,4946,4946,1.000,0,true,,Excision of hemorrhoids
P0827,4947,4947,1.000,1,false,4944,Evacuation of thrombosed hemorrhoids
P0828,4951,4951,0.926,1,false,4952,Left lateral anal sphincterotomy
P0829,4971,4971,1.000,1,false,2761,Suture of laceration of anus
P0830,4974,4974,1.000,1,false,4975,Gracilis muscle transplant for anal incontinence
P0831,4994,4994,1.000,1,false,9626,Reduction of anal prolapse
P0832,4995,4995,1.000,1,false,3941,Control of (postoperative) hemorrhage of anus
P0833,7172,7172,0.899,1,false,4852,Repair of fistula of vulva or perineum
P0834,4901,4901,0.998,1,false,5021,Incision of perianal abscess
P0835,5012,5012,1.000,0,true,,Open biopsy of liver
P0836,5021,5021,0.983,1,false,5531,Marsupialization of lesion of liver
P0837,5023,5023,0.959,1,false,6524,Open ablation of liver lesion or tissue
P0838,5023,5023,0.920,1,false,5021,Open ablation of liver lesion or tissue
P0839,503,503,1.000,0,true,,Lobectomy of liver
P0840,5059,5059,1.000,0,true,,Other transplant of liver
P0841,5061,5061,1.000,1,false,5069,Closure of laceration of liver
P0842,5091,5091,1.000,1,false,5011,Percutaneous aspiration of liver
P0843,5103,5103,1.000,0,true,,Other cholecystostomy
P0844,5113,5113,0.998,1,false,5112,Open biopsy of gallbladder or bile ducts
P0845,5151,5151,0.909,1,false,8753,Exploration of common duct
P0846,5122,5122,1.000,1,false,5121,Cholecystectomy
P0847,5123,5123,1.000,1,false,5122,Laparoscopic cholecystectomy
P0848,5132,5132,1.000,1,false,5131,Anastomosis of gallbladder to intestine
P0849,5136,5136,1.000,1,false,5141,Choledochoenterostomy
P0850,5139,5139,1.000,2,false,5149,Other bile duct anastomosis
P0851,8752,8752,0.921,0,true,,Intravenous cholangiogram
P0852,5137,5137,1.000,1,false,5136,Anastomosis of hepatic duct to gastrointestinal tract
P0853,5141,5141,1.000,1,false,5151,Common duct exploration for removal of calculus
P0854,5143,5143,1.000,1,false,5186,Insertion of choledochohepatic tube for decompression
P0855,5141,5141,0.985,1,false,5151,Common duct exploration for removal of calculus
P0856,5162,5162,1.000,1,false,5185,Excision of ampulla of Vater (with reimplantation of common duct)
P0857,5163,5163,0.976,1,false,5137,Other excision of common duct
P0858,5171,5171,1.000,1,false,5179,Simple suture of common bile duct
P0859,5182,5182,1.000,0,true,,Pancreatic sphincterotomy
P0860,5162,5162,0.908,1,false,5181,Excision of ampulla of Vater (with reimplantation of common duct)
P0861,5191,5191,1.000,1,false,4671,Repair of laceration of gallbladder
P0862,5194,5194,1.000,1,false,5137,Revision of anastomosis of biliary tract
P0863,5201,5201,1.000,1,false,524,Drainage of pancreatic cyst by catheter
P0864,5212,5212,1.000,0,true,,Open biopsy of pancreas
P0865,524,524,1.000,1,false,523,Internal drainage of pancreatic cyst
P0866,524,524,1.000,1,false,523,Internal drainage of pancreatic cyst
P0867,524,524,1.000,1,false,523,Internal drainage of pancreatic cyst
P0868,5252,5252,1.000,0,true,,Distal pancreatectomy
P0869,5253,5253,1.000,1,false,526,Radical subtotal pancreatectomy
P0870,526,526,1.000,0,true,,Total pancreatectomy
P0871,527,527,1.000,1,false,5296,Radical pancreaticoduodenectomy
P0872,6571,6571,0.974,1,false,5295,Other simple suture of ovary
P0873,5296,5296,1.000,1,false,5298,Anastomosis of pancreas
P0874,5301,5301,1.000,1,false,5315,Other and open repair of direct inguinal hernia
P0875,5301,5301,0.896,1,false,5303,Other and open repair of direct inguinal hernia
P0876,5304,5304,0.983,1,false,5302,Other and open repair of indirect inguinal hernia with graft or prosthesis
P0877,5303,5303,0.941,1,false,1721,Other and open repair of direct inguinal hernia with graft or prosthesis
P0878,5304,5304,1.000,1,false,5303,Other and open repair of indirect inguinal hernia with graft or prosthesis
P0879,1721,1721,1.000,1,false,5314,Laparoscopic bilateral repair of direct inguinal hernia with graft or prosthesis
P0880,5315,5315,0.899,1,false,5312,Other and open bilateral repair of indirect inguinal hernia with graft or prosthesis
P0881,5313,5313,0.936,1,false,5316,"Other and open bilateral repair of inguinal hernia, one direct and one indirect"
P0882,5314,5314,0.968,1,false,1724,Other and open bilateral repair of direct inguinal hernia with graft or prosthesis
P0883,5315,5315,0.964,1,false,1722,Other and open bilateral repair of indirect inguinal hernia with graft or prosthesis
P0884,1723,1723,0.938,1,false,5315,"Laparoscopic bilateral repair of inguinal hernia, one direct and one indirect, with graft or prosthesis"
P0885,5329,5329,1.000,1,false,5321,Other unilateral femoral herniorrhaphy
P0886,5331,5331,1.000,1,false,5314,Bilateral repair of femoral hernia with graft or prosthesis
P0887,5343,5343,0.989,1,false,5349,Other laparoscopic umbilical herniorrhaphy
P0888,5351,5351,1.000,0,true,,Incisional hernia repair
P0889,5359,5359,1.000,1,false,5351,Repair of other hernia of anterior abdominal wall
P0890,5351,5351,0.988,0,true,,Incisional hernia repair
P0891,5384,5384,1.000,1,false,5372,"Other and open repair of diaphragmatic hernia, with thoracic approach"
P0892,5383,5383,0.988,1,false,5372,"Laparoscopic repair of diaphragmatic hernia, with thoracic approach"
P0893,5381,5381,1.000,1,false,3489,Plication of the diaphragm
P0894,5382,5382,0.939,1,false,5359,Repair of parasternal hernia
P0895,539,539,1.000,0,true,,Other hernia repair
P0896,9783,9783,0.898,1,false,8604,Removal of abdominal wall sutures
P0897,472,472,0.999,1,false,5491,Drainage of appendiceal abscess
P0898,9781,9781,0.873,1,false,5201,Removal of retroperitoneal drainage device
P0899,5411,5411,1.000,0,true,,Exploratory laparotomy
P0900,5412,5412,1.000,1,false,3403,Reopening of recent laparotomy site
P0901,5412,5412,1.000,1,false,3403,Reopening of recent laparotomy site
