oprtact,icd9,icd9_nodot,score,human_index,human_agreed,human_icd9,name
P0266,613,613,1.000,1,false,619,Biopsy of parathyroid gland
P0267,62,62,1.000,1,false,639,Unilateral thyroid lobectomy
P0268,639,639,0.966,1,false,62,Other partial thyroidectomy
P0269,631,631,0.972,1,false,7763,Excision of lesion of thyroid
P0270,64,64,1.000,1,false,651,Complete thyroidectomy
P0271,64,64,0.960,1,false,652,Complete thyroidectomy
P0272,651,651,1.000,1,false,650,Partial substernal thyroidectomy
P0273,652,652,1.000,1,false,651,Complete substernal thyroidectomy
P0274,639,639,0.986,1,false,66,Other partial thyroidectomy
P0275,62,62,1.000,1,false,639,Unilateral thyroid lobectomy
P0276,67,67,1.000,1,false,292,Excision of thyroglossal duct or tract
P0277,681,681,1.000,1,false,689,Complete parathyroidectomy
P0278,681,681,1.000,1,false,689,Complete parathyroidectomy
P0279,691,691,1.000,1,false,64,Division of thyroid isthmus
P0280,692,692,1.000,1,false,743,Ligation of thyroid vessels
P0281,693,693,0.956,0,true,,Suture of thyroid gland
P0282,695,695,1.000,1,false,694,Parathyroid tissue reimplantation
P0283,722,722,1.000,1,false,73,Unilateral adrenalectomy
P0284,73,73,1.000,1,false,729,Bilateral adrenalectomy
P0285,781,781,1.000,1,false,784,Other partial excision of thymus
P0286,801,801,0.957,0,true,,Incision of lid margin
P0287,802,802,1.000,1,false,852,Severing of blepharorrhaphy
P0288,811,811,0.970,0,true,,Biopsy of eyelid
P0289,821,821,1.000,0,true,,Excision of chalazion
P0290,822,822,0.908,1,false,823,Excision of other minor lesion of eyelid
P0291,871,871,0.923,1,false,882,"Reconstruction of eyelid involving lid margin, partial-thickness"
P0292,824,824,0.964,1,false,884,"Excision of major lesion of eyelid, full-thickness"
P0293,831,831,0.991,1,false,832,Repair of blepharoptosis by frontalis muscle technique with suture
P0294,832,832,0.980,1,false,831,Repair of blepharoptosis by frontalis muscle technique with fascial sling
P0295,834,834,1.000,1,false,833,Repair of blepharoptosis by other levator muscle techniques
P0296,834,834,0.989,1,false,833,Repair of blepharoptosis by other levator muscle techniques
P0297,835,835,1.000,1,false,833,Repair of blepharoptosis by tarsal technique
P0298,887,887,1.000,1,false,886,Upper eyelid rhytidectomy
P0299,887,887,1.000,1,false,886,Upper eyelid rhytidectomy
P0300,837,837,1.000,1,false,834,Reduction of overcorrection of ptosis
P0301,838,838,1.000,1,false,837,Correction of lid retraction
P0302,842,842,1.000,1,false,849,Repair of entropion or ectropion by suture technique
P0303,843,843,1.000,1,false,844,Repair of entropion or ectropion with wedge resection
P0304,844,844,1.000,1,false,849,Repair of entropion or ectropion with lid reconstruction
P0305,851,851,1.000,1,false,921,Canthotomy
P0306,852,852,1.000,1,false,802,Blepharorrhaphy
P0307,859,859,1.000,1,false,843,Other adjustment of lid position
P0308,852,852,1.000,1,false,802,Blepharorrhaphy
P0309,861,861,1.000,1,false,864,Reconstruction of eyelid with skin flap or graft
P0310,862,862,1.000,1,false,861,Reconstruction of eyelid with mucous membrane flap or graft
P0311,863,863,1.000,1,false,873,Reconstruction of eyelid with hair follicle graft
P0312,864,864,1.000,1,false,862,Reconstruction of eyelid with tarsoconjunctival flap
P0313,873,873,0.973,1,false,871,"Reconstruction of eyelid involving lid margin, full-thickness"
P0314,873,873,0.895,1,false,872,"Reconstruction of eyelid involving lid margin, full-thickness"
P0315,881,881,1.000,1,false,106,Linear repair of laceration of eyelid or eyebrow
P0316,882,882,1.000,1,false,883,"Repair of laceration involving lid margin, partial-thickness"
P0317,884,884,0.990,1,false,882,"Repair of laceration involving lid margin, full-thickness"
P0318,886,886,0.958,1,false,887,Lower eyelid rhytidectomy
P0319,953,953,1.000,1,false,96,Incision of lacrimal sac
P0320,921,921,0.894,1,false,923,Excision of lesion of lacrimal gland
P0321,922,922,1.000,1,false,923,Other partial dacryoadenectomy
P0322,923,923,1.000,0,true,,Total dacryoadenectomy
P0323,941,941,1.000,1,false,943,Probing of lacrimal punctum
P0324,942,942,1.000,1,false,941,Probing of lacrimal canaliculi
P0325,943,943,1.000,1,false,941,Probing of nasolacrimal duct
P0326,951,951,1.000,1,false,972,Incision of lacrimal punctum
P0327,953,953,1.000,1,false,912,Incision of lacrimal sac
P0328,96,96,1.000,1,false,949,Excision of lacrimal sac and passage
P0329,973,973,1.000,0,true,,Repair of canaliculus
P0330,981,981,1.000,1,false,96,Dacryocystorhinostomy [DCR]
P0331,982,982,1.000,1,false,983,Conjunctivocystorhinostomy
P0332,991,991,1.000,1,false,951,Obliteration of lacrimal punctum
P0333,1021,1021,1.000,1,false,3325,Biopsy of conjunctiva
P0334,1031,1031,1.000,1,false,1693,Excision of lesion or tissue of conjunctiva
P0335,1041,1041,1.000,1,false,1042,Repair of symblepharon with free graft
P0337,106,106,1.000,1,false,1281,Repair of laceration of conjunctiva
P0338,1091,1091,1.000,0,true,,Subconjunctival injection
P0339,110,110,1.000,1,false,100,Magnetic removal of embedded foreign body from cornea
P0340,1121,1121,1.000,1,false,9022,Scraping of cornea for smear or culture
P0341,1122,1122,1.000,1,false,511,Biopsy of cornea
P0342,1131,1131,1.000,1,false,1139,Transposition of pterygium
P0343,1132,1132,1.000,1,false,1139,Excision of pterygium with corneal graft
P0344,1151,1151,1.000,1,false,1281,Suture of corneal laceration
P0345,1153,1153,1.000,1,false,1151,Repair of corneal laceration or wound with conjunctival flap
P0346,1163,1163,0.999,1,false,1164,Penetrating keratoplasty with autograft
P0347,1173,1173,1.000,1,false,1163,Keratoprosthesis
P0348,1191,1191,1.000,0,true,,Tattooing of cornea
P0349,1202,1202,1.000,1,false,1200,Removal of intraocular foreign body from anterior segment of eye without use of magnet
P0350,1214,1214,1.000,1,false,1242,Other iridectomy
P0351,1221,1221,1.000,1,false,1411,Diagnostic aspiration of anterior chamber of eye
P0352,1231,1231,1.000,0,true,,Lysis of goniosynechiae
P0353,1232,1232,1.000,1,false,1231,Lysis of other anterior synechiae
P0354,1233,1233,1.000,1,false,1232,Lysis of posterior synechiae
P0355,1234,1234,1.000,1,false,5712,Lysis of corneovitreal adhesions
P0356,1242,1242,1.000,1,false,1222,Excision of lesion of iris
P0357,1244,1244,1.000,1,false,1243,Excision of lesion of ciliary body
P0358,1253,1253,1.000,1,false,1252,Goniotomy with goniopuncture
P0359,1254,1254,1.000,0,true,,Trabeculotomy ab externo
P0360,1255,1255,1.000,1,false,1269,Cyclodialysis
P0361,1261,1261,0.970,1,false,1265,Trephination of sclera with iridectomy
P0362,1263,1263,1.000,1,false,1265,Iridencleisis and iridotasis
P0363,1264,1264,0.995,0,true,,Trabeculectomy ab externo
P0364,1266,1266,1.000,1,false,1264,Postoperative revision of scleral fistulization procedure
P0365,1271,1271,1.000,1,false,1272,Cyclodiathermy
P0366,1272,1272,1.000,1,false,1271,Cyclocryotherapy
P0367,1273,1273,1.000,0,true,,Cyclophotocoagulation
P0368,1281,1281,1.000,1,false,1151,Suture of laceration of sclera
P0369,1284,1284,0.903,1,false,2939,Excision or destruction of lesion of sclera
P0370,1221,1221,1.000,1,false,1291,Diagnostic aspiration of anterior chamber of eye
P0371,1292,1292,1.000,1,false,1473,Injection into anterior chamber
P0372,1293,1293,0.993,1,false,1201,Removal or destruction of epithelial downgrowth from anterior chamber
P0373,1319,1319,0.984,1,false,1311,Other intracapsular extraction of lens
P0374,132,132,0.989,1,false,1351,Extracapsular extraction of lens by linear extraction technique
P0375,133,133,1.000,1,false,1351,Extracapsular extraction of lens by simple aspiration (and irrigation) technique
P0376,1341,1341,1.000,1,false,1343,Phacoemulsification and aspiration of cataract
P0377,1342,1342,1.000,1,false,1343,Mechanical phacofragmentation and aspiration of cataract by posterior route
P0378,1364,1364,0.946,1,false,1366,Discission of secondary membrane [after cataract]
P0379,1365,1365,1.000,1,false,1366,Excision of secondary membrane [after cataract]
P0380,1371,1371,1.000,1,false,1319,"Insertion of intraocular lens prosthesis at time of cataract extraction, one-stage"
P0381,1372,1372,1.000,1,false,1661,Secondary insertion of intraocular lens prosthesis
P0382,1402,1402,1.000,1,false,1400,Removal of foreign body from posterior segment of eye without use of magnet
P0383,1422,1422,1.000,1,false,1452,Destruction of chorioretinal lesion by cryotherapy
P0384,1432,1432,1.000,1,false,1431,Repair of retinal tear by cryotherapy
P0385,1449,1449,1.000,0,true,,Other scleral buckling
P0387,1452,1452,1.000,1,false,1454,Repair of retinal detachment with cryotherapy
P0388,146,146,1.000,1,false,1401,Removal of surgically implanted material from posterior segment of eye
P0389,1473,1473,1.000,1,false,1471,Mechanical vitrectomy by anterior approach
P0390,1411,1411,1.000,1,false,1474,Diagnostic aspiration of vitreous
P0391,1473,1473,1.000,1,false,1471,Mechanical vitrectomy by anterior approach
P0392,1475,1475,1.000,1,false,1472,Injection of vitreous substitute
P0393,1501,1501,0.941,1,false,157,Biopsy of extraocular muscle or tendon
P0394,1511,1511,0.995,1,false,1521,Recession of one extraocular muscle
P0395,1521,1521,1.000,1,false,1522,Lengthening procedure on one extraocular muscle
P0396,1522,1522,1.000,1,false,1521,Shortening procedure on one extraocular muscle
P0397,153,153,1.000,1,false,1519,"Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"
P0398,155,155,1.000,1,false,159,Transposition of extraocular muscles
P0399,156,156,1.000,1,false,1513,Revision of extraocular muscle surgery
P0400,157,157,1.000,1,false,1519,Repair of injury of extraocular muscle
P0401,1601,1601,0.969,0,true,,Orbitotomy with bone flap
P0402,1622,1622,1.000,1,false,8293,Diagnostic aspiration of orbit
P0403,1631,1631,1.000,1,false,1639,Removal of ocular contents with synchronous implant into scleral shell
P0404,1641,1641,1.000,1,false,1642,Enucleation of eyeball with synchronous implant into Tenon's capsule with attachment of muscles
P0405,1651,1651,1.000,1,false,1652,Exenteration of orbit with removal of adjacent structures
P0406,1659,1659,0.990,1,false,1652,Other exenteration of orbit
P0407,1661,1661,1.000,1,false,1372,Secondary insertion of ocular implant
P0408,1672,1672,1.000,1,false,1671,Removal of orbital implant
P0409,1681,1681,1.000,0,true,,Repair of wound of orbit
P0410,1682,1682,1.000,1,false,1689,Repair of rupture of eyeball
P0411,1691,1691,1.000,1,false,8592,Retrobulbar injection of therapeutic agent
P0412,1692,1692,1.000,1,false,4531,Excision of lesion of orbit
P0413,1821,1821,1.000,1,false,292,Excision of preauricular sinus
P0414,1821,1821,0.901,1,false,292,Excision of preauricular sinus
P0415,1821,1821,0.959,1,false,292,Excision of preauricular sinus
P0416,1831,1831,1.000,1,false,1829,Radical excision of lesion of external ear
P0417,1831,1831,0.981,1,false,1839,Radical excision of lesion of external ear
P0418,184,184,0.962,1,false,1879,Suture of laceration of external ear
P0419,185,185,1.000,1,false,1871,Surgical correction of prominent ear
P0420,1872,1872,1.000,1,false,8427,Reattachment of amputated ear
P0421,185,185,1.000,1,false,7076,Surgical correction of prominent ear
P0422,1919,1919,1.000,1,false,1911,Other stapedectomy
P0423,1921,1921,1.000,1,false,1929,Revision of stapedectomy with incus replacement
P0424,1952,1952,0.968,0,true,,Type II tympanoplasty
P0425,1952,1952,1.000,0,true,,Type II tympanoplasty
P0426,1953,1953,1.000,0,true,,Type III tympanoplasty
P0427,1954,1954,1.000,0,true,,Type IV tympanoplasty
P0428,1955,1955,1.000,0,true,,Type V tympanoplasty
P0429,196,196,1.000,1,false,1952,Revision of tympanoplasty
P0430,2001,2001,1.000,1,false,2023,Myringotomy with insertion of tube
P0431,2041,2041,1.000,0,true,,Simple mastoidectomy
P0432,2042,2042,1.000,0,true,,Radical mastoidectomy
P0433,2051,2051,1.000,1,false,2059,Excision of lesion of middle ear
P0434,2061,2061,1.000,1,false,2062,Fenestration of inner ear (initial)
P0435,2092,2092,1.000,0,true,,Revision of mastoidectomy
P0436,2102,2102,1.000,1,false,2101,Control of epistaxis by posterior (and anterior) packing
P0437,2104,2104,1.000,1,false,2105,Control of epistaxis by ligation of ethmoidal arteries
P0438,2105,2105,1.000,1,false,2104,Control of epistaxis by (transantral) ligation of the maxillary artery
P0439,2107,2107,1.000,1,false,2103,Control of epistaxis by excision of nasal mucosa and skin grafting of septum and lateral nasal wall
P0440,2122,2122,0.959,1,false,2212,Biopsy of nose
P0441,2131,2131,1.000,1,false,7033,Local excision or destruction of intranasal lesion
P0442,2253,2253,0.982,1,false,2219,Incision of multiple nasal sinuses
P0443,2132,2132,0.931,1,false,863,Local excision or destruction of other lesion of nose
P0444,215,215,1.000,1,false,2188,Submucous resection of nasal septum
P0445,2171,2171,0.946,1,false,2172,Closed reduction of nasal fracture
P0446,2172,2172,1.000,1,false,2171,Open reduction of nasal fracture
P0447,2181,2181,1.000,1,false,6441,Suture of laceration of nose
P0448,2183,2183,1.000,1,false,214,Total nasal reconstruction
P0449,2184,2184,1.000,0,true,,Revision rhinoplasty
P0450,2188,2188,1.000,1,false,2185,Other septoplasty
P0451,2185,2185,1.000,1,false,2186,Augmentation rhinoplasty
P0452,2186,2186,0.982,0,true,,Limited rhinoplasty
P0453,3561,3561,0.993,1,false,3560,Repair of atrial septal defect with tissue graft
P0454,2212,2212,1.000,1,false,2211,Open biopsy of nasal sinus
P0455,222,222,1.000,0,true,,Intranasal antrotomy
P0456,2231,2231,1.000,1,false,2239,Radical maxillary antrotomy
P0457,2241,2241,0.916,0,true,,Frontal sinusotomy
P0458,2242,2242,0.820,0,true,,Frontal sinusectomy
P0459,2261,2261,1.000,1,false,2262,Excision of lesion of maxillary sinus with Caldwell-Luc approach
P0460,2263,2263,1.000,1,false,2251,Ethmoidectomy
P0461,2264,2264,0.872,1,false,2263,Sphenoidectomy
P0462,2271,2271,1.000,1,false,2753,Closure of nasal sinus fistula
P0463,2319,2319,1.000,1,false,2309,Other surgical extraction of tooth
P0464,2319,2319,1.000,1,false,2309,Other surgical extraction of tooth
P0465,232,232,1.000,1,false,2349,Restoration of tooth by filling
P0466,233,233,1.000,1,false,232,Restoration of tooth by inlay
P0467,235,235,1.000,0,true,,Implantation of tooth
P0468,236,236,1.000,1,false,235,Prosthetic dental implant
P0469,2371,2371,0.984,1,false,2370,Root canal therapy with irrigation
P0470,2372,2372,1.000,1,false,2373,Root canal therapy with apicoectomy
P0471,2373,2373,1.000,1,false,2372,Apicoectomy
P0472,2373,2373,1.000,1,false,2372,Apicoectomy
P0473,2411,2411,0.996,1,false,2724,Biopsy of gum
P0474,2412,2412,1.000,1,false,3320,Biopsy of alveolus
P0475,242,242,1.000,1,false,2431,Gingivoplasty
P0476,2431,2431,1.000,1,false,2411,Excision of lesion or tissue of gum
P0477,2432,2432,1.000,1,false,6351,Suture of laceration of gum
P0478,244,244,1.000,1,false,7762,Excision of dental lesion of jaw
P0479,245,245,1.000,1,false,2319,Alveoloplasty
P0480,246,246,1.000,0,true,,Exposure of tooth
P0481,9355,9355,1.000,0,true,,Dental wiring
P0482,9355,9355,0.931,2,false,9736,Dental wiring
P0483,2491,2491,1.000,1,false,2741,Extension or deepening of buccolabial or lingual sulcus
P0484,251,251,1.000,1,false,1829,Excision or destruction of lesion or tissue of tongue
P0485,252,252,1.000,0,true,,Partial glossectomy
P0486,253,253,1.000,1,false,254,Complete glossectomy
P0487,254,254,1.000,0,true,,Radical glossectomy
P0488,2551,2551,1.000,1,false,7171,Suture of laceration of tongue
P0489,2591,2591,1.000,1,false,2592,Lingual frenotomy
P0490,2592,2592,1.000,1,false,2591,Lingual frenectomy
P0491,2593,2593,0.951,1,false,7101,Lysis of adhesions of tongue
P0492,260,260,1.000,1,false,2649,Incision of salivary gland or duct
P0493,2612,2612,1.000,1,false,2611,Open biopsy of salivary gland or duct
P0494,2629,2629,0.906,1,false,2632,Other excision of salivary gland lesion
P0495,2621,2621,1.000,1,false,7123,Marsupialization of salivary gland cyst
P0496,2631,2631,1.000,0,true,,Partial sialoadenectomy
P0497,2629,2629,0.924,1,false,2632,Other excision of salivary gland lesion
P0498,2629,2629,0.912,1,false,2632,Other excision of salivary gland lesion
P0499,2632,2632,1.000,0,true,,Complete sialoadenectomy
P0500,2641,2641,1.000,1,false,2632,Suture of laceration of salivary gland
P0501,2649,2649,0.914,1,false,2641,Other repair and plastic operations on salivary gland or duct
P0502,2691,2691,1.000,0,true,,Probing of salivary duct
P0503,4901,4901,0.967,1,false,270,Incision of perianal abscess
P0504,2632,2632,0.818,0,true,,Complete sialoadenectomy
P0505,271,271,1.000,0,true,,Incision of palate
P0506,2721,2721,1.000,1,false,271,Biopsy of bony palate
P0507,2722,2722,1.000,1,false,2771,Biopsy of uvula and soft palate
P0508,2723,2723,1.000,1,false,2612,Biopsy of lip
P0509,2731,2731,1.000,1,false,2732,Local excision or destruction of lesion or tissue of bony palate
P0510,2732,2732,1.000,1,false,2731,Wide excision or destruction of lesion or tissue of bony palate
P0511,2741,2741,1.000,1,false,2791,Labial frenectomy
P0512,2742,2742,1.000,1,false,2743,Wide excision of lesion of lip
P0513,2751,2751,0.966,1,false,2754,Suture of laceration of lip
P0514,2753,2753,1.000,1,false,2271,Closure of fistula of mouth
P0515,2754,2754,1.000,0,true,,Repair of cleft lip
P0516,2755,2755,0.995,1,false,2756,Full-thickness skin graft to lip and mouth
P0517,2757,2757,1.000,1,false,8673,Attachment of pedicle or flap graft to lip and mouth
P0518,2761,2761,1.000,1,false,2752,Suture of laceration of palate
P0519,2762,2762,0.992,1,false,2769,Correction of cleft palate
P0520,2762,2762,0.989,1,false,2769,Correction of cleft palate
P0521,2763,2763,1.000,1,false,2762,Revision of cleft palate repair
P0522,2773,2773,0.949,1,false,2779,Repair of uvula
P0523,2791,2791,0.974,1,false,2741,Labial frenotomy
P0524,280,280,1.000,1,false,2891,Incision and drainage of tonsil and peritonsillar structures
P0525,283,283,1.000,1,false,282,Tonsillectomy with adenoidectomy
P0526,283,283,1.000,1,false,286,Tonsillectomy with adenoidectomy
P0527,286,286,1.000,1,false,283,Adenoidectomy without tonsillectomy
P0528,287,287,1.000,1,false,4995,Control of hemorrhage after tonsillectomy and adenoidectomy
P0529,2891,2891,1.000,1,false,2892,Removal of foreign body from tonsil and adenoid by incision
P0530,2892,2892,0.931,1,false,284,Excision of lesion of tonsil and adenoid
P0531,292,292,1.000,1,false,2952,Excision of branchial cleft cyst or vestige
P0532,2951,2951,1.000,1,false,4871,Suture of laceration of pharynx
P0533,2952,2952,1.000,1,false,292,Closure of branchial cleft fistula
P0534,3001,3001,1.000,1,false,4141,Marsupialization of laryngeal cyst
P0535,3022,3022,0.941,1,false,3143,Vocal cordectomy
P0536,301,301,1.000,1,false,3022,Hemilaryngectomy
P0537,303,303,1.000,1,false,3029,Complete laryngectomy
P0538,304,304,1.000,0,true,,Radical laryngectomy
P0539,311,311,1.000,0,true,,Temporary tracheostomy
P0540,3121,3121,1.000,0,true,,Mediastinal tracheostomy
P0541,3142,3142,1.000,1,false,9814,Laryngoscopy and other tracheoscopy
P0542,3145,3145,0.900,1,false,313,Open biopsy of larynx or trachea
P0543,4671,4671,0.922,1,false,3161,Suture of laceration of duodenum
P0544,3171,3171,1.000,1,false,3161,Suture of laceration of trachea
P0545,4284,4284,0.832,1,false,3195,"Repair of esophageal fistula, not elsewhere classified"
P0546,3174,3174,1.000,0,true,,Revision of tracheostomy
P0547,3175,3175,1.000,1,false,3169,Reconstruction of trachea and construction of artificial larynx
P0548,3192,3192,0.962,1,false,2954,Lysis of adhesions of trachea or larynx
P0549,310,310,1.000,0,true,,Injection of larynx
P0550,3230,3230,1.000,1,false,3239,Thoracoscopic segmental resection of lung
P0551,3249,3249,1.000,0,true,,Other lobectomy of lung
P0552,3250,3250,0.888,1,false,3259,Thoracoscopic pneumonectomy
P0553,3220,3220,0.991,1,false,3320,Thoracoscopic excision of lesion or tissue of lung
P0554,3322,3322,1.000,0,true,,Fiber-optic bronchoscopy
P0555,3323,3323,1.000,1,false,3321,Other bronchoscopy
P0556,3324,3324,0.957,1,false,3144,Closed [endoscopic] biopsy of bronchus
P0557,3325,3325,1.000,0,true,,Open biopsy of bronchus
P0558,3328,3328,1.000,0,true,,Open biopsy of lung
P0559,3332,3332,1.000,1,false,3333,Artificial pneumothorax for collapse of lung
P0560,3334,3334,1.000,1,false,3339,Thoracoplasty
P0561,3341,3341,1.000,1,false,3171,Suture of laceration of bronchus
P0562,3342,3342,1.000,1,false,3392,Closure of bronchial fistula
P0563,3343,3343,1.000,1,false,3341,Closure of laceration of lung
P0564,3351,3351,0.994,1,false,3350,Unilateral lung transplantation
P0565,3391,3391,1.000,1,false,5792,Bronchial dilation
P0566,3404,3404,1.000,1,false,472,Insertion of intercostal catheter for drainage
P0567,3402,3402,1.000,0,true,,Exploratory thoracotomy
P0568,3404,3404,1.000,1,false,3406,Insertion of intercostal catheter for drainage
P0569,3404,3404,0.989,1,false,3401,Insertion of intercostal catheter for drainage
P0570,3406,3406,0.956,1,false,3404,Thoracoscopic drainage of pleural cavity
P0571,3613,3613,0.888,1,false,3711,(Aorto)coronary bypass of three coronary arteries
P0572,3421,3421,0.966,0,true,,Transpleural thoracoscopy
P0573,3422,3422,1.000,1,false,3426,Mediastinoscopy
P0574,3423,3423,0.975,0,true,,Biopsy of chest wall
P0575,3424,3424,1.000,0,true,,Other pleural biopsy
P0576,3420,3420,0.986,1,false,3424,Thoracoscopic pleural biopsy
P0577,3426,3426,0.949,0,true,,Open mediastinal biopsy
P0578,3427,3427,1.000,1,false,3481,Biopsy of diaphragm
P0579,795,795,0.990,1,false,3220,Thoracoscopic incision of thymus
P0580,343,343,0.983,1,false,315,Excision or destruction of lesion or tissue of mediastinum
P0581,344,344,1.000,1,false,3479,Excision or destruction of lesion of chest wall
P0582,3452,3452,1.000,1,false,3451,Thoracoscopic decortication of lung
P0583,3451,3451,1.000,0,true,,Decortication of lung
P0584,3471,3471,0.942,1,false,6441,Suture of laceration of chest wall
P0585,3474,3474,1.000,1,false,5363,Repair of pectus deformity
P0586,3474,3474,1.000,1,false,5781,Repair of pectus deformity
P0587,3481,3481,1.000,1,false,3427,Excision of lesion or tissue of diaphragm
P0588,3482,3482,1.000,1,false,3484,Suture of laceration of diaphragm
P0589,3483,3483,0.982,1,false,3473,Closure of fistula of diaphragm
P0590,3485,3485,1.000,1,false,3767,Implantation of diaphragmatic pacemaker
P0591,346,346,1.000,0,true,,Scarification of pleura
P0592,3493,3493,0.958,1,false,346,Repair of pleura
P0593,3511,3511,1.000,1,false,3514,Open heart valvuloplasty of aortic valve without replacement
P0594,3512,3512,0.974,1,false,3510,Open heart valvuloplasty of mitral valve without replacement
P0595,3513,3513,0.997,1,false,3512,Open heart valvuloplasty of pulmonary valve without replacement
P0596,3514,3514,1.000,1,false,3510,Open heart valvuloplasty of tricuspid valve without replacement
P0597,3521,3521,0.949,1,false,3525,Open and other replacement of aortic valve with tissue graft
P0598,3522,3522,0.963,1,false,3521,Open and other replacement of aortic valve
P0599,3523,3523,0.928,1,false,3525,Open and other replacement of mitral valve with tissue graft
P0600,3524,3524,0.985,1,false,3512,Open and other replacement of mitral valve
P0601,3526,3526,0.955,1,false,3525,Open and other replacement of pulmonary valve
P0602,3507,3507,0.988,1,false,3508,Endovascular replacement of pulmonary valve
P0603,3527,3527,0.975,1,false,3521,Open and other replacement of tricuspid valve with tissue graft
P0604,3528,3528,0.988,1,false,3527,Open and other replacement of tricuspid valve
P0605,3533,3533,1.000,1,false,3597,Annuloplasty
P0606,3521,3521,0.991,1,false,3954,Open and other replacement of aortic valve with tissue graft
P0607,3541,3541,0.915,1,false,3591,Enlargement of existing atrial septal defect
P0608,3551,3551,1.000,1,false,3552,"Repair of atrial septal defect with prosthesis, open technique"
P0609,3552,3552,1.000,1,false,3551,"Repair of atrial septal defect with prosthesis, closed technique"
P0610,3553,3553,1.000,1,false,3562,"Repair of ventricular septal defect with prosthesis, open technique"
P0611,3553,3553,1.000,1,false,3562,"Repair of ventricular septal defect with prosthesis, open technique"
P0612,3562,3562,0.971,1,false,3553,Repair of ventricular septal defect with tissue graft
P0613,3581,3581,1.000,1,false,3583,Total repair of tetralogy of fallot
P0614,3613,3613,1.000,1,false,3611,(Aorto)coronary bypass of three coronary arteries
P0615,3712,3712,1.000,1,false,370,Pericardiotomy
P0616,3712,3712,0.996,1,false,3724,Pericardiotomy
P0617,3724,3724,1.000,1,false,3423,Biopsy of pericardium
P0618,3731,3731,0.960,1,false,3220,Pericardiectomy
P0619,3731,3731,1.000,1,false,3712,Pericardiectomy
P0620,3749,3749,0.902,1,false,3729,Other repair of heart and pericardium
P0621,3751,3751,1.000,0,true,,Heart transplantation
P0622,3774,3774,1.000,1,false,3770,Insertion or replacement of epicardial lead [electrode] into epicardium
P0623,3791,3791,1.000,1,false,9963,Open chest cardiac massage
P0624,3800,3800,0.996,1,false,3809,"Incision of vessel, unspecified site"
P0625,3974,3974,0.871,1,false,3609,Endovascular removal of obstruction from head and neck vessel(s)
P0626,3814,3814,1.000,0,true,,"Endarterectomy, aorta"
P0627,3810,3810,1.000,1,false,3957,"Endarterectomy, unspecified site"
P0628,3814,3814,0.975,0,true,,"Endarterectomy, aorta"
P0629,3821,3821,1.000,1,false,3862,Biopsy of blood vessel
P0630,3833,3833,0.937,1,false,3843,"Resection of vessel with anastomosis, upper limb vessels"
P0631,3836,3836,0.985,1,false,3846,"Resection of vessel with anastomosis, abdominal arteries"
P0632,3838,3838,1.000,1,false,3848,"Resection of vessel with anastomosis, lower limb arteries"
P0633,3843,3843,1.000,1,false,3863,"Resection of vessel with replacement, upper limb vessels"
P0634,3844,3844,1.000,1,false,3973,"Resection of vessel with replacement, aorta, abdominal"
P0635,3844,3844,1.000,1,false,3971,"Resection of vessel with replacement, aorta, abdominal"
P0636,3844,3844,1.000,1,false,3971,"Resection of vessel with replacement, aorta, abdominal"
P0637,3848,3848,0.965,1,false,3846,"Resection of vessel with replacement, lower limb arteries"
P0638,3857,3857,0.993,1,false,3850,"Ligation and stripping of varicose veins, abdominal veins"
P0639,2106,2106,0.911,1,false,5093,Control of epistaxis by ligation of the external carotid artery
P0640,3894,3894,1.000,1,false,3893,Venous cutdown
P0641,3926,3926,0.864,1,false,3921,Other intra-abdominal vascular shunt or bypass
P0642,3926,3926,0.851,1,false,3943,Other intra-abdominal vascular shunt or bypass
P0643,3922,3922,1.000,1,false,3844,Aorta-subclavian-carotid bypass
P0644,3924,3924,1.000,1,false,3922,Aorta-renal bypass
P0645,3925,3925,1.000,1,false,3844,Aorta-iliac-femoral bypass
P0646,3924,3924,1.000,0,true,,Aorta-renal bypass
P0647,3927,3927,1.000,1,false,3943,Arteriovenostomy for renal dialysis
P0648,3927,3927,1.000,1,false,3943,Arteriovenostomy for renal dialysis
P0649,3927,3927,1.000,1,false,3943,Arteriovenostomy for renal dialysis
P0650,3927,3927,1.000,1,false,3943,Arteriovenostomy for renal dialysis
P0651,3813,3813,0.901,1,false,3922,"Endarterectomy, upper limb vessels"
P0652,3925,3925,1.000,1,false,3617,Aorta-iliac-femoral bypass
P0653,3929,3929,0.908,1,false,3619,Other (peripheral) vascular shunt or bypass
P0654,3925,3925,0.999,1,false,5321,Aorta-iliac-femoral bypass
P0655,3818,3818,1.000,1,false,3848,"Endarterectomy, lower limb arteries"
P0656,3619,3619,0.951,1,false,3925,Other bypass anastomosis for heart revascularization
P0657,3929,3929,0.981,1,false,3848,Other (peripheral) vascular shunt or bypass
P0658,3931,3931,1.000,1,false,6941,Suture of artery
P0659,3932,3932,1.000,1,false,3931,Suture of vein
P0660,3942,3942,1.000,1,false,3943,Revision of arteriovenous shunt for renal dialysis
P0661,3943,3943,1.000,1,false,3927,Removal of arteriovenous shunt for renal dialysis
P0662,3831,3831,0.955,1,false,3832,"Resection of vessel with anastomosis, intracranial vessels"
P0663,3953,3953,1.000,1,false,3942,Repair of arteriovenous fistula
P0664,3953,3953,1.000,1,false,3972,Repair of arteriovenous fistula
